term,tf,df,idf
exhibit,40,39,8.34278
malaysian,39,39,8.34278
subsequ,39,39,8.34278
geneva,40,39,8.34278
rico,41,39,8.34278
landslid,41,39,8.34278
setback,39,39,8.34278
mitch,39,39,8.34278
influenti,39,39,8.34278
convert,39,39,8.34278
unfair,39,39,8.34278
hors,39,39,8.34278
lanc,40,39,8.34278
michigan,39,39,8.34278
ramp,41,39,8.34278
ben,39,39,8.34278
bet,39,39,8.34278
programm,39,39,8.34278
dock,41,39,8.34278
pan,39,39,8.34278
accident,39,39,8.34278
darwin,39,39,8.34278
psycholog,39,39,8.34278
spi,40,39,8.34278
ager,39,39,8.34278
pit,40,40,8.31809
extent,40,40,8.31809
_email_,41,40,8.31809
preliminari,40,40,8.31809
thai,42,40,8.31809
smash,40,40,8.31809
incent,42,40,8.31809
kevin,40,40,8.31809
encount,40,40,8.31809
statewid,40,40,8.31809
analyz,40,40,8.31809
steer,40,40,8.31809
sail,40,40,8.31809
pre,41,40,8.31809
stern,40,40,8.31809
enrich,41,40,8.31809
lunch,40,40,8.31809
chao,40,40,8.31809
reduct,44,40,8.31809
bernstein,40,40,8.31809
stronger,40,40,8.31809
abouhalima,40,40,8.31809
verifi,40,40,8.31809
coloni,41,40,8.31809
tim,40,40,8.31809
leg,40,40,8.31809
hilton,40,40,8.31809
palac,40,40,8.31809
error,43,40,8.31809
thrown,40,40,8.31809
attitud,42,40,8.31809
expans,40,40,8.31809
iron,41,40,8.31809
urban,40,40,8.31809
serial,40,40,8.31809
privaci,40,40,8.31809
hormon,45,40,8.31809
singapor,41,40,8.31809
jeep,40,40,8.31809
sympathi,40,40,8.31809
mud,41,40,8.31809
trend,40,40,8.31809
silva,40,40,8.31809
strategist,40,40,8.31809
fiscal,40,40,8.31809
pioneer,42,40,8.31809
supervis,43,40,8.31809
affili,41,41,8.29399
neg,41,41,8.29399
attribut,41,41,8.29399
valid,41,41,8.29399
toppl,42,41,8.29399
pyongyang,42,41,8.29399
incumb,41,41,8.29399
comprehens,41,41,8.29399
cambodia,41,41,8.29399
pump,41,41,8.29399
tribal,41,41,8.29399
permafrost,42,41,8.29399
congo,41,41,8.29399
alderson,43,41,8.29399
deduct,43,41,8.29399
acquir,41,41,8.29399
norwegian,44,41,8.29399
presum,41,41,8.29399
decor,42,41,8.29399
nairobi,43,41,8.29399
fix,41,41,8.29399
curri,41,41,8.29399
consumpt,42,41,8.29399
usa,41,41,8.29399
regularli,41,41,8.29399
extraordinari,42,41,8.29399
cleric,41,41,8.29399
batter,41,41,8.29399
everywher,41,41,8.29399
avenu,41,41,8.29399
hair,41,41,8.29399
coastal,41,41,8.29399
proclaim,41,41,8.29399
shore,41,41,8.29399
experienc,41,41,8.29399
hint,41,41,8.29399
dean,41,41,8.29399
motor,43,41,8.29399
championship,42,41,8.29399
blind,47,41,8.29399
exhaust,42,42,8.27046
disturb,43,42,8.27046
kindu,42,42,8.27046
delhi,42,42,8.27046
soft,43,42,8.27046
elabor,42,42,8.27046
assail,42,42,8.27046
phase,43,42,8.27046
reluct,43,42,8.27046
palm,45,42,8.27046
revolutionari,42,42,8.27046
wash,43,42,8.27046
upset,42,42,8.27046
beauti,42,42,8.27046
mediat,42,42,8.27046
deriv,44,42,8.27046
clue,42,42,8.27046
unfortun,42,42,8.27046
switzerland,42,42,8.27046
reader,43,42,8.27046
justifi,42,42,8.27046
dialogu,43,42,8.27046
abdullah,42,42,8.27046
racial,42,42,8.27046
tehran,44,42,8.27046
climb,42,42,8.27046
harbor,42,42,8.27046
obstruct,45,42,8.27046
maryland,42,42,8.27046
laid,42,42,8.27046
badli,42,42,8.27046
batteri,49,42,8.27046
loos,42,42,8.27046
uniqu,42,42,8.27046
lee,42,42,8.27046
treasuri,43,42,8.27046
dutch,46,42,8.27046
va,42,42,8.27046
notion,42,42,8.27046
joan,42,42,8.27046
depress,42,42,8.27046
liner,42,42,8.27046
disord,43,42,8.27046
academi,42,42,8.27046
sovereignti,42,42,8.27046
hole,43,42,8.27046
kashmiri,44,43,8.24747
castro,43,43,8.24747
thompson,43,43,8.24747
proven,45,43,8.24747
museum,44,43,8.24747
bottom,43,43,8.24747
transact,43,43,8.24747
concret,43,43,8.24747
pray,44,43,8.24747
weak,43,43,8.24747
briton,43,43,8.24747
odd,43,43,8.24747
mcdonald,44,43,8.24747
personnel,43,43,8.24747
fernando,43,43,8.24747
carolina,43,43,8.24747
art,45,43,8.24747
accomplish,43,43,8.24747
nonprofit,44,43,8.24747
unrest,44,43,8.24747
christoph,43,43,8.24747
revel,43,43,8.24747
infrastructur,43,43,8.24747
closest,44,43,8.24747
forget,43,43,8.24747
cornel,43,43,8.24747
infect,43,43,8.24747
virgin,43,43,8.24747
dream,46,43,8.24747
ordinari,43,43,8.24747
priest,44,43,8.24747
scrutini,43,43,8.24747
landmark,43,43,8.24747
seattl,46,43,8.24747
nanci,43,43,8.24747
freez,43,43,8.24747
concept,43,43,8.24747
qaida,44,44,8.225
portion,44,44,8.225
alter,44,44,8.225
cnn,44,44,8.225
blaze,44,44,8.225
juror,45,44,8.225
lifetim,44,44,8.225
xinhua,44,44,8.225
viewer,45,44,8.225
threw,44,44,8.225
obviou,44,44,8.225
notabl,44,44,8.225
specter,44,44,8.225
glass,44,44,8.225
obasanjo,45,44,8.225
curb,44,44,8.225
expo,45,44,8.225
slowli,44,44,8.225
neck,47,44,8.225
pennsylvania,44,44,8.225
smile,44,44,8.225
bundl,44,44,8.225
adjust,44,44,8.225
architect,44,44,8.225
tonight,45,44,8.225
unveil,44,44,8.225
martinez,45,44,8.225
deliveri,45,44,8.225
devot,44,44,8.225
tone,44,44,8.225
rubin,44,44,8.225
stuck,44,44,8.225
dinner,44,44,8.225
mourn,44,44,8.225
castl,46,44,8.225
silicon,46,44,8.225
disrupt,44,44,8.225
tumor,48,44,8.225
guidelin,45,44,8.225
fierc,44,44,8.225
interven,44,44,8.225
cairo,44,44,8.225
sec,46,44,8.225
elizabeth,44,44,8.225
urin,44,44,8.225
chapter,45,44,8.225
male,45,44,8.225
distant,44,44,8.225
turmoil,44,44,8.225
betti,45,45,8.20302
oblig,45,45,8.20302
brian,45,45,8.20302
manner,46,45,8.20302
retreat,45,45,8.20302
dan,45,45,8.20302
advisori,45,45,8.20302
anywher,45,45,8.20302
caution,45,45,8.20302
pocket,46,45,8.20302
guess,45,45,8.20302
legitim,45,45,8.20302
nelson,46,45,8.20302
navig,47,45,8.20302
cindi,45,45,8.20302
vancouv,46,45,8.20302
donor,45,45,8.20302
ex,45,45,8.20302
kopp,48,45,8.20302
mainstream,47,45,8.20302
bed,45,45,8.20302
paramilitari,45,45,8.20302
airplan,45,45,8.20302
distinct,45,45,8.20302
collabor,45,45,8.20302
plu,47,45,8.20302
surveil,45,45,8.20302
isro,45,45,8.20302
format,45,45,8.20302
unidentifi,45,45,8.20302
monopoli,51,45,8.20302
newt,45,45,8.20302
drag,45,45,8.20302
cargo,45,45,8.20302
text,45,45,8.20302
mechan,45,45,8.20302
henri,45,45,8.20302
alan,45,45,8.20302
colorado,47,45,8.20302
armenian,48,45,8.20302
ub_num_,45,45,8.20302
film,46,46,8.18151
missouri,46,46,8.18151
mississippi,46,46,8.18151
puerto,49,46,8.18151
tourism,47,46,8.18151
unconstitut,46,46,8.18151
minim,46,46,8.18151
desper,46,46,8.18151
ann,46,46,8.18151
inspector,46,46,8.18151
necessarili,46,46,8.18151
pataki,46,46,8.18151
ranariddh,46,46,8.18151
persist,46,46,8.18151
casualti,46,46,8.18151
wreck,46,46,8.18151
rumor,48,46,8.18151
cathay,46,46,8.18151
anybodi,46,46,8.18151
discount,48,46,8.18151
cloud,46,46,8.18151
bobbi,47,46,8.18151
poverti,46,46,8.18151
quiet,47,46,8.18151
strait,46,46,8.18151
centr,46,46,8.18151
hage,48,46,8.18151
bright,48,46,8.18151
omar,46,46,8.18151
fazil,46,46,8.18151
bosnian,55,46,8.18151
ankara,46,46,8.18151
retain,46,46,8.18151
joke,47,46,8.18151
reveng,48,46,8.18151
x,49,47,8.16046
rice,48,47,8.16046
thin,48,47,8.16046
plaintiff,47,47,8.16046
wild,47,47,8.16046
northwest,47,47,8.16046
shortag,47,47,8.16046
tiger,48,47,8.16046
spoken,47,47,8.16046
anthoni,47,47,8.16046
rent,51,47,8.16046
petroleum,47,47,8.16046
virtu,47,47,8.16046
subway,48,47,8.16046
lott,47,47,8.16046
sad,50,47,8.16046
gunmen,47,47,8.16046
valeri,50,47,8.16046
embarrass,47,47,8.16046
princess,48,47,8.16046
via,48,47,8.16046
courtroom,48,47,8.16046
kidnapp,47,47,8.16046
compound,47,47,8.16046
serbian,50,47,8.16046
percentag,49,47,8.16046
conced,48,47,8.16046
solo,48,47,8.16046
translat,47,47,8.16046
convey,47,47,8.16046
silent,47,47,8.16046
sharehold,48,47,8.16046
bat,53,47,8.16046
discrimin,48,47,8.16046
urgent,47,47,8.16046
sixth,47,47,8.16046
ought,48,47,8.16046
assyrian,52,47,8.16046
zealand,50,48,8.13984
sat,48,48,8.13984
interfer,49,48,8.13984
twin,50,48,8.13984
favorit,48,48,8.13984
sector,48,48,8.13984
precis,48,48,8.13984
greer,48,48,8.13984
lewi,48,48,8.13984
eager,48,48,8.13984
occas,48,48,8.13984
outlaw,48,48,8.13984
rev,48,48,8.13984
nigerian,51,48,8.13984
postpon,48,48,8.13984
highlight,49,48,8.13984
christi,49,48,8.13984
excit,48,48,8.13984
fighter,48,48,8.13984
jihad,48,48,8.13984
prevail,50,48,8.13984
tire,50,48,8.13984
barrel,55,48,8.13984
label,50,48,8.13984
fossil,48,48,8.13984
enterpris,48,48,8.13984
feminin,48,48,8.13984
gazprom,51,48,8.13984
bell,49,48,8.13984
hama,48,48,8.13984
mph,57,48,8.13984
ongo,48,48,8.13984
processor,50,48,8.13984
fewer,50,49,8.11964
instruct,49,49,8.11964
afford,49,49,8.11964
unpreced,49,49,8.11964
railroad,50,49,8.11964
alabama,49,49,8.11964
reliabl,52,49,8.11964
catch,49,49,8.11964
stun,49,49,8.11964
humphrey,52,49,8.11964
moor,49,49,8.11964
genet,52,49,8.11964
retail,50,49,8.11964
sharp,49,49,8.11964
broken,50,49,8.11964
oust,49,49,8.11964
proper,49,49,8.11964
rowl,49,49,8.11964
graduat,50,49,8.11964
cheer,49,49,8.11964
dissent,49,49,8.11964
starovoitova,49,49,8.11964
censu,52,49,8.11964
marin,55,49,8.11964
acr,53,49,8.11964
compli,49,49,8.11964
protocol,50,49,8.11964
argentina,50,49,8.11964
chariti,50,49,8.11964
counterpart,49,49,8.11964
freed,50,49,8.11964
map,49,49,8.11964
bare,50,50,8.09983
liu,59,50,8.09983
plenti,50,50,8.09983
cb,51,50,8.09983
isol,50,50,8.09983
faster,50,50,8.09983
aspect,50,50,8.09983
departur,50,50,8.09983
mar,50,50,8.09983
robot,50,50,8.09983
famou,50,50,8.09983
globalfly,50,50,8.09983
rescuer,53,50,8.09983
stabl,50,50,8.09983
toler,50,50,8.09983
klerk,50,50,8.09983
reopen,51,50,8.09983
telescop,51,50,8.09983
column,51,50,8.09983
deadli,50,50,8.09983
businessman,50,50,8.09983
daniel,50,50,8.09983
multipl,52,50,8.09983
da,50,50,8.09983
charter,51,50,8.09983
princip,50,50,8.09983
agricultur,52,50,8.09983
somebodi,56,50,8.09983
bitter,50,50,8.09983
vision,50,50,8.09983
fatal,50,50,8.09983
tent,50,50,8.09983
prolifer,50,50,8.09983
bp,56,50,8.09983
verdict,50,50,8.09983
terribl,51,50,8.09983
corpu,54,51,8.08041
websit,53,51,8.08041
lung,52,51,8.08041
structur,51,51,8.08041
jean,52,51,8.08041
tanzania,51,51,8.08041
strateg,52,51,8.08041
bargain,51,51,8.08041
band,54,51,8.08041
vacat,51,51,8.08041
firefight,51,51,8.08041
beaten,51,51,8.08041
membership,51,51,8.08041
crack,51,51,8.08041
kyrgyz,59,51,8.08041
nativ,51,51,8.08041
fortun,51,51,8.08041
consequ,51,51,8.08041
topic,51,51,8.08041
color,52,51,8.08041
osama,51,51,8.08041
beneficiari,52,51,8.08041
mystiqu,51,51,8.08041
recognit,51,51,8.08041
gap,51,51,8.08041
pair,54,51,8.08041
bloodi,51,51,8.08041
pharmaci,55,51,8.08041
captiv,52,52,8.06137
elimin,54,52,8.06137
entri,52,52,8.06137
prior,52,52,8.06137
dress,53,52,8.06137
permiss,53,52,8.06137
stone,53,52,8.06137
massacr,52,52,8.06137
row,53,52,8.06137
knock,52,52,8.06137
english,55,52,8.06137
ali,52,52,8.06137
boston,52,52,8.06137
therefor,52,52,8.06137
emphas,52,52,8.06137
straight,52,52,8.06137
demirel,52,52,8.06137
withdrew,52,52,8.06137
shout,52,52,8.06137
pkk,53,52,8.06137
lesbian,52,52,8.06137
mccain,56,52,8.06137
chase,53,52,8.06137
surg,52,52,8.06137
southeastern,52,52,8.06137
sweden,56,52,8.06137
southwest,52,52,8.06137
zero,57,52,8.06137
lean,52,52,8.06137
wrap,52,52,8.06137
craft,54,52,8.06137
empti,53,52,8.06137
gang,53,52,8.06137
carlo,52,52,8.06137
narrow,54,53,8.04267
trail,54,53,8.04267
overnight,53,53,8.04267
inspir,53,53,8.04267
q,53,53,8.04267
recess,54,53,8.04267
pool,53,53,8.04267
reconcili,53,53,8.04267
bribe,60,53,8.04267
combat,53,53,8.04267
eas,53,53,8.04267
benjamin,53,53,8.04267
lesson,53,53,8.04267
shell,54,53,8.04267
fort,54,53,8.04267
tamil,54,53,8.04267
swiss,53,53,8.04267
viktor,58,53,8.04267
leonid,53,53,8.04267
disagre,53,53,8.04267
statist,53,53,8.04267
plung,53,53,8.04267
categori,56,53,8.04267
advic,54,53,8.04267
patrol,54,53,8.04267
rehnquist,54,53,8.04267
peak,54,53,8.04267
silenc,53,53,8.04267
passag,53,53,8.04267
instanc,53,53,8.04267
partli,56,54,8.02433
interrog,56,54,8.02433
belong,55,54,8.02433
iaea,54,54,8.02433
enact,54,54,8.02433
fundament,54,54,8.02433
offshor,55,54,8.02433
sydney,54,54,8.02433
violent,54,54,8.02433
matt,54,54,8.02433
maneuv,54,54,8.02433
martin,55,54,8.02433
varieti,54,54,8.02433
vigil,55,54,8.02433
lanka,56,54,8.02433
archbishop,55,54,8.02433
uranium,60,54,8.02433
roof,56,54,8.02433
slay,54,54,8.02433
user,54,54,8.02433
edward,54,54,8.02433
prefer,54,54,8.02433
sharpli,54,54,8.02433
jose,54,54,8.02433
qualiti,54,54,8.02433
suspicion,54,54,8.02433
competitor,55,54,8.02433
edit,59,54,8.02433
scholar,54,54,8.02433
inspect,55,54,8.02433
faction,55,54,8.02433
wale,55,54,8.02433
singer,71,55,8.00631
chosen,56,55,8.00631
barbara,55,55,8.00631
mosqu,59,55,8.00631
brutal,55,55,8.00631
weaken,55,55,8.00631
assign,55,55,8.00631
conclav,55,55,8.00631
friendli,55,55,8.00631
videotap,55,55,8.00631
quick,56,55,8.00631
hussein,55,55,8.00631
overwhelm,55,55,8.00631
andrew,55,55,8.00631
conspir,56,55,8.00631
kim,56,56,7.98861
swedish,56,56,7.98861
grave,57,56,7.98861
chest,56,56,7.98861
bori,57,56,7.98861
revers,56,56,7.98861
joe,56,56,7.98861
immun,58,56,7.98861
economist,57,56,7.98861
upper,56,56,7.98861
childhood,57,56,7.98861
mubarak,60,56,7.98861
carrier,57,56,7.98861
wed,62,56,7.98861
shiit,57,56,7.98861
visibl,56,56,7.98861
club,57,56,7.98861
mike,57,56,7.98861
sweep,56,56,7.98861
kyrgyzstan,57,56,7.98861
assault,56,56,7.98861
mini,56,56,7.98861
saramago,57,56,7.98861
miner,59,56,7.98861
saturn,59,57,7.97122
confess,57,57,7.97122
solid,57,57,7.97122
selig,58,57,7.97122
mainli,58,57,7.97122
colombia,61,57,7.97122
charact,58,57,7.97122
frank,57,57,7.97122
tragedi,57,57,7.97122
commut,58,57,7.97122
merger,57,57,7.97122
rural,57,57,7.97122
estrada,58,57,7.97122
core,59,57,7.97122
concentr,57,57,7.97122
barksdal,57,57,7.97122
subpoena,58,57,7.97122
gase,57,57,7.97122
holi,57,57,7.97122
wake,57,57,7.97122
farmer,57,57,7.97122
obvious,57,57,7.97122
sudanes,60,57,7.97122
yard,57,57,7.97122
qaeda,59,57,7.97122
homeless,60,57,7.97122
overturn,57,57,7.97122
root,58,58,7.95412
australian,60,58,7.95412
chair,59,58,7.95412
reed,62,58,7.95412
mzm,61,58,7.95412
mysteri,59,58,7.95412
subsidi,59,58,7.95412
theme,59,58,7.95412
hodler,58,58,7.95412
chose,58,58,7.95412
salt,58,58,7.95412
alarm,59,58,7.95412
weekli,58,58,7.95412
besid,58,58,7.95412
pregnanc,61,58,7.95412
orient,58,58,7.95412
flee,58,58,7.95412
swept,58,58,7.95412
l,58,58,7.95412
compon,60,58,7.95412
cri,59,58,7.95412
goteborg,58,58,7.95412
gray,59,58,7.95412
nbc,59,58,7.95412
guid,58,58,7.95412
fda,62,58,7.95412
remind,58,58,7.95412
ring,59,58,7.95412
chapel,59,58,7.95412
derail,58,58,7.95412
babi,62,58,7.95412
pend,59,59,7.93731
salari,71,59,7.93731
ossetia,61,59,7.93731
greet,59,59,7.93731
deadlin,62,59,7.93731
jordan,61,59,7.93731
kuiper,59,59,7.93731
gross,59,59,7.93731
hunter,59,59,7.93731
grown,59,59,7.93731
megawatt,68,59,7.93731
deficit,63,59,7.93731
stretch,60,59,7.93731
poland,62,59,7.93731
background,59,59,7.93731
offend,61,59,7.93731
gift,61,59,7.93731
austin,60,59,7.93731
antenna,60,59,7.93731
contrast,59,59,7.93731
claus,62,59,7.93731
roughli,59,59,7.93731
impress,59,59,7.93731
interfax,59,59,7.93731
invas,60,60,7.92078
divorc,62,60,7.92078
calcul,60,60,7.92078
larri,60,60,7.92078
stall,60,60,7.92078
portray,60,60,7.92078
reid,60,60,7.92078
sustain,60,60,7.92078
humanitarian,61,60,7.92078
globe,60,60,7.92078
item,60,60,7.92078
nazi,62,60,7.92078
channel,60,60,7.92078
ecevit,61,60,7.92078
platform,62,60,7.92078
pop,60,60,7.92078
patrick,60,60,7.92078
tool,60,60,7.92078
harvard,64,60,7.92078
bench,60,60,7.92078
crackdown,60,60,7.92078
beach,66,60,7.92078
saddam,62,60,7.92078
salina,62,60,7.92078
healthi,60,60,7.92078
vessel,61,60,7.92078
suburban,60,60,7.92078
sandra,60,60,7.92078
strength,61,60,7.92078
tini,61,60,7.92078
aol,63,60,7.92078
wye,61,60,7.92078
h,61,61,7.90452
content,62,61,7.90452
substanc,64,61,7.90452
midnight,61,61,7.90452
holbrook,63,61,7.90452
stepinac,61,61,7.90452
cape,67,61,7.90452
wildlif,63,61,7.90452
driven,61,61,7.90452
embrac,61,61,7.90452
sheriff,62,61,7.90452
disclosur,61,61,7.90452
mortgag,68,61,7.90452
shower,61,61,7.90452
slightli,61,61,7.90452
thu,61,61,7.90452
imprison,61,61,7.90452
vulner,61,61,7.90452
davi,62,61,7.90452
jew,62,61,7.90452
comfort,61,61,7.90452
bought,61,61,7.90452
bonus,64,61,7.90452
mere,61,61,7.90452
dna,68,61,7.90452
fleet,62,61,7.90452
frustrat,61,61,7.90452
wire,63,62,7.88852
maximum,62,62,7.88852
rail,63,62,7.88852
dictat,63,62,7.88852
pc,62,62,7.88852
hostil,63,62,7.88852
spirit,65,62,7.88852
complaint,62,62,7.88852
f,63,62,7.88852
edg,63,62,7.88852
allegedli,62,62,7.88852
suddenli,63,62,7.88852
specialist,62,62,7.88852
trim,62,62,7.88852
endur,62,62,7.88852
movi,62,62,7.88852
spark,62,62,7.88852
greenhous,62,62,7.88852
drink,71,62,7.88852
tabl,62,62,7.88852
portugues,64,62,7.88852
forest,62,62,7.88852
roger,64,63,7.87278
drew,63,63,7.87278
proof,63,63,7.87278
inaugur,63,63,7.87278
photo,64,63,7.87278
print,66,63,7.87278
c,65,63,7.87278
su,63,63,7.87278
skeptic,64,63,7.87278
juvenil,67,63,7.87278
buri,63,63,7.87278
substanti,63,63,7.87278
fifth,63,63,7.87278
leftist,63,63,7.87278
sam,65,63,7.87278
unknown,63,63,7.87278
expir,64,63,7.87278
lahoud,66,63,7.87278
compens,63,63,7.87278
juan,64,63,7.87278
refug,63,63,7.87278
crawford,63,63,7.87278
branch,63,63,7.87278
repair,67,63,7.87278
frozen,63,63,7.87278
taba,66,64,7.85727
jr,64,64,7.85727
judgment,64,64,7.85727
netherland,65,64,7.85727
newli,65,64,7.85727
grade,64,64,7.85727
younger,64,64,7.85727
volunt,64,64,7.85727
chain,66,64,7.85727
lebanes,72,64,7.85727
seal,64,64,7.85727
swartz,65,64,7.85727
credibl,64,64,7.85727
kerri,69,64,7.85727
inflat,64,64,7.85727
hero,64,64,7.85727
cruis,65,64,7.85727
flag,65,64,7.85727
path,66,64,7.85727
disappoint,64,64,7.85727
mudslid,65,64,7.85727
submit,64,64,7.85727
gen,65,64,7.85727
deserv,65,64,7.85727
imposs,64,64,7.85727
consensu,65,64,7.85727
reagan,66,64,7.85727
matthew,66,64,7.85727
cent,77,64,7.85727
blue,70,64,7.85727
easili,65,64,7.85727
defin,65,64,7.85727
journey,65,64,7.85727
marijuana,74,65,7.842
deliber,65,65,7.842
l'equip,65,65,7.842
explan,65,65,7.842
settl,66,65,7.842
perfect,66,65,7.842
sleep,69,65,7.842
bullet,66,65,7.842
preced,65,65,7.842
circl,66,65,7.842
hail,65,65,7.842
export,67,65,7.842
weigh,68,65,7.842
estat,65,65,7.842
debri,65,65,7.842
feminist,69,65,7.842
teenag,66,65,7.842
explod,65,65,7.842
extremist,65,65,7.842
outrag,68,65,7.842
prioriti,68,65,7.842
survivor,66,66,7.82697
epo,69,66,7.82697
deploy,66,66,7.82697
reput,67,66,7.82697
port,67,66,7.82697
entertain,66,66,7.82697
music,69,66,7.82697
upcom,66,66,7.82697
cloth,66,66,7.82697
atroc,66,66,7.82697
houston,71,66,7.82697
minimum,66,66,7.82697
interim,66,66,7.82697
wors,68,66,7.82697
grew,67,66,7.82697
fenc,67,66,7.82697
height,67,66,7.82697
calm,66,66,7.82697
partisan,66,66,7.82697
blow,66,66,7.82697
smith,68,66,7.82697
regist,67,66,7.82697
cap,70,66,7.82697
missil,69,66,7.82697
duke,68,67,7.81215
birth,68,67,7.81215
tend,70,67,7.81215
casino,72,67,7.81215
cook,67,67,7.81215
scanlon,69,67,7.81215
lock,67,67,7.81215
wast,67,67,7.81215
pharmacist,72,67,7.81215
kurd,72,67,7.81215
melt,71,67,7.81215
difficulti,67,67,7.81215
desir,67,67,7.81215
throw,67,67,7.81215
wage,68,67,7.81215
debt,69,67,7.81215
mandat,70,67,7.81215
bound,67,67,7.81215
champion,67,67,7.81215
gyanendra,67,67,7.81215
nobodi,72,67,7.81215
scotland,68,68,7.79755
queen,72,68,7.79755
genocid,69,68,7.79755
overse,68,68,7.79755
tank,74,68,7.79755
titl,68,68,7.79755
ride,69,68,7.79755
enorm,68,68,7.79755
fallen,68,68,7.79755
courthous,70,68,7.79755
atlanta,68,68,7.79755
moham,75,68,7.79755
bay,68,68,7.79755
settlement,69,68,7.79755
simmon,70,68,7.79755
restaur,69,68,7.79755
boe,71,68,7.79755
enrol,69,68,7.79755
desert,68,68,7.79755
apartheid,72,68,7.79755
successor,68,68,7.79755
fought,69,68,7.79755
broad,68,68,7.79755
flew,69,69,7.78316
glendal,71,69,7.78316
mix,69,69,7.78316
northeast,69,69,7.78316
instrument,69,69,7.78316
fresh,71,69,7.78316
identif,69,69,7.78316
metrolink,69,69,7.78316
wyom,71,69,7.78316
secess,74,69,7.78316
guest,70,69,7.78316
harriet,69,69,7.78316
winter,72,69,7.78316
angri,69,69,7.78316
broker,69,69,7.78316
exit,69,69,7.78316
recoveri,69,69,7.78316
librari,74,69,7.78316
owen,70,69,7.78316
qualifi,69,69,7.78316
numer,69,69,7.78316
ceo,71,70,7.76898
nutrit,72,70,7.76898
elig,71,70,7.76898
motion,72,70,7.76898
chechen,71,70,7.76898
rove,85,70,7.76898
prayer,72,70,7.76898
tokyo,71,70,7.76898
arkansa,70,70,7.76898
pollut,74,70,7.76898
transform,70,70,7.76898
brand,71,70,7.76898
reviv,70,70,7.76898
photograph,70,70,7.76898
undermin,70,70,7.76898
england,72,70,7.76898
extens,71,70,7.76898
revolut,70,70,7.76898
emiss,71,70,7.76898
autonomi,72,71,7.75499
flow,73,71,7.75499
audienc,72,71,7.75499
holiday,71,71,7.75499
transfer,71,71,7.75499
alaska,73,71,7.75499
tactic,71,71,7.75499
ball,74,71,7.75499
contractor,74,71,7.75499
enabl,71,71,7.75499
overal,71,71,7.75499
correspond,73,71,7.75499
pose,71,71,7.75499
partnership,73,71,7.75499
cash,71,71,7.75499
deport,71,71,7.75499
score,71,71,7.75499
taliban,76,72,7.7412
enhanc,72,72,7.7412
imagin,74,72,7.7412
us_money_,90,72,7.7412
method,72,72,7.7412
creation,75,72,7.7412
anticip,72,72,7.7412
orlean,73,72,7.7412
asylum,74,72,7.7412
temporari,72,72,7.7412
toni,72,72,7.7412
contest,73,72,7.7412
tsunami,73,72,7.7412
implic,73,72,7.7412
bridg,73,73,7.72759
split,73,73,7.72759
denni,73,73,7.72759
ye,74,73,7.72759
suppos,73,73,7.72759
fate,73,73,7.72759
strengthen,73,73,7.72759
correct,74,73,7.72759
screen,74,73,7.72759
analysi,75,73,7.72759
g,74,73,7.72759
inmat,74,73,7.72759
stem,73,73,7.72759
attract,74,73,7.72759
v,78,73,7.72759
pleas,78,73,7.72759
athlet,76,73,7.72759
sensit,73,73,7.72759
gold,75,73,7.72759
dc,75,73,7.72759
capabl,73,73,7.72759
box,75,74,7.71417
croatia,77,74,7.71417
virginia,75,74,7.71417
knowledg,76,74,7.71417
nationwid,74,74,7.71417
georgian,81,74,7.71417
rita,74,74,7.71417
wood,74,74,7.71417
jim,74,74,7.71417
tip,82,74,7.71417
weight,78,74,7.71417
familiar,74,74,7.71417
pitch,79,74,7.71417
chess,75,74,7.71417
realiti,74,74,7.71417
abkhazia,76,74,7.71417
cat,77,74,7.71417
reportedli,75,74,7.71417
circumst,75,74,7.71417
gop,75,74,7.71417
yasser,75,74,7.71417
effici,75,75,7.70093
alert,75,75,7.70093
lab,75,75,7.70093
raid,75,75,7.70093
lift,75,75,7.70093
elector,79,75,7.70093
premier,80,75,7.70093
editori,82,75,7.70093
forecast,75,75,7.70093
spacecraft,78,75,7.70093
